id,common_name,scientific_name,category,subcategory,climate_zone,hardiness_zone,functions,mature_height_m,mature_spread_m,sun_requirement,water_requirement,soil_preference,pc_zone_suitability,growth_rate,lifespan_type,yield_type,harvest_season,good_companions,avoid_near,icon_key,notes
sweet_cicely,Sweet Cicely,Myrrhis odorata,herb,culinary_medicinal,temperate,"RHS H7, USDA 3-7",edible;medicinal;pollinator_attractor,1,0.6,partial_shade,medium,well_drained,1;2,medium,perennial,leaf,spring,,,icon_herb_sweet_cicely,Shade-tolerant aniseed-flavoured herb that self-seeds readily
angelica,Angelica,Angelica archangelica,herb,culinary_medicinal,temperate,"RHS H6, USDA 4-9",edible;medicinal;pollinator_attractor,2,1,partial_shade,medium,well_drained,1;2,medium,biennial,leaf;flower,summer,,,icon_herb_angelica,Tall architectural biennial; great late-season pollinator plant
valerian,Valerian,Valeriana officinalis,herb,medicinal,temperate,"RHS H7, USDA 4-9",medicinal;pollinator_attractor,1.2,0.6,full_sun,medium,well_drained,1;2,medium,perennial,root;flower,summer,,,icon_herb_valerian,Root used as a traditional sleep aid; flowers attract many pollinators
echinacea,Echinacea / Purple Coneflower,Echinacea purpurea,herb,medicinal,temperate,"RHS H6, USDA 3-9",medicinal;pollinator_attractor,1,0.5,full_sun,low,well_drained,1;2,medium,perennial,flower,summer,,,icon_herb_echinacea,Popular immune-support herb; leave seedheads over winter for finches
oregano,Oregano,Origanum vulgare,herb,culinary,temperate;mediterranean,"RHS H5, USDA 5-9",edible;pollinator_attractor,0.4,0.4,full_sun,low,well_drained;tolerant_poor_soil,1;2,medium,perennial,leaf,summer,,,icon_herb_oregano,Drought-tolerant Mediterranean herb that spreads to make a good edging groundcover
thyme_common,Thyme (common),Thymus vulgaris,herb,culinary,temperate;mediterranean,"RHS H5, USDA 5-9",edible;pollinator_attractor,0.3,0.3,full_sun,low,well_drained;tolerant_poor_soil,1;2,slow,perennial,leaf,summer,,,icon_herb_thyme,Low woody herb good on a sunny bank or path edge
sage_common,Sage,Salvia officinalis,herb,culinary,temperate;mediterranean,"RHS H5, USDA 5-8",edible;pollinator_attractor,0.6,0.6,full_sun,low,well_drained,1;2,medium,perennial,leaf,year_round,,,icon_herb_sage,Classic companion for brassicas; woody so best replaced every few years
wormwood,Wormwood,Artemisia absinthium,herb,pest_repellent,temperate,"RHS H6, USDA 4-9",pest_repellent;medicinal,0.8,0.6,full_sun,low,well_drained;tolerant_poor_soil,1;2,medium,perennial,leaf,summer,,sage_common;fennel,icon_herb_wormwood,Strongly aromatic and used as an insect-repellent companion; can inhibit nearby seedlings
tansy,Tansy,Tanacetum vulgare,herb,pest_repellent,temperate,"RHS H7, USDA 3-9",pest_repellent;dynamic_accumulator;pollinator_attractor,0.9,0.6,full_sun,low,tolerant_poor_soil,1;2,fast,perennial,leaf;flower,summer,apple_standard;apple_dwarf;rugosa_rose;raspberry;blackberry,,icon_herb_tansy,Accumulates potassium; classic ant/fly-deterrent companion that can self-seed aggressively
dandelion,Dandelion,Taraxacum officinale,herb,dynamic_accumulator,temperate,"RHS H7, USDA 3-9",dynamic_accumulator;edible;pollinator_attractor,0.3,0.3,full_sun,medium,tolerant_poor_soil,1;2,fast,perennial,leaf;root;flower,spring,,,icon_herb_dandelion,Deep taproot breaks up compacted soil and mines minerals; early pollinator forage
plantain_ribwort,Ribwort Plantain,Plantago lanceolata,herb,medicinal,temperate,"RHS H7, USDA 3-9",medicinal;dynamic_accumulator,0.3,0.3,full_sun,medium,tolerant_poor_soil,1;2,fast,perennial,leaf,summer,,,icon_herb_plantain,Common 'weed' with genuine wound-healing medicinal use; tolerant of foot traffic
lupin_perennial,Perennial Lupin,Lupinus polyphyllus,herb,nitrogen_fixer_herb,temperate,"RHS H6, USDA 4-8",nitrogen_fixer;dynamic_accumulator;pollinator_attractor,1,0.6,full_sun,medium,well_drained,1;2,fast,perennial,flower,summer,,,icon_herb_lupin,Ornamental N-fixer; good filler in a young guild while trees establish
alpine_strawberry,Alpine Strawberry,Fragaria vesca,groundcover,edible_groundcover,temperate,"RHS H6, USDA 5-9",edible;pollinator_attractor,0.2,0.3,partial_shade,medium,well_drained,1;2,medium,perennial,fruit,summer,borage;welsh_onion,,icon_groundcover_alpine_strawberry,Doesn't runner like garden strawberry; forms neat non-invasive clumps
periwinkle,Periwinkle,Vinca minor,groundcover,shade_groundcover,temperate,"RHS H6, USDA 4-8",erosion_control,0.15,1,full_shade,medium,well_drained,1;2;3,fast,perennial,flower,spring,,,icon_groundcover_periwinkle,Vigorous evergreen shade groundcover good for stabilising banks under trees
bugle,Bugle,Ajuga reptans,groundcover,shade_groundcover,temperate,"RHS H6, USDA 3-9",pollinator_attractor;erosion_control,0.15,0.5,partial_shade,medium,well_drained,1;2;3,fast,perennial,flower,spring,,,icon_groundcover_bugle,Low mat-forming groundcover for shady understory areas
wild_garlic,Wild Garlic / Ramsons,Allium ursinum,groundcover,edible_groundcover,temperate,"RHS H6, USDA 4-9",edible;pest_repellent,0.3,0.2,full_shade,medium,well_drained,1;2;3,medium,perennial,leaf;flower,spring,,,icon_groundcover_wild_garlic,Spreads well under deciduous trees before canopy leafs out; strong scent deters some pests
field_beans,Field Beans,Vicia faba,grass_cover_crop,nitrogen_fixer_cover,temperate,"RHS H6, USDA 4-9",nitrogen_fixer;edible,1,0.3,full_sun,medium,well_drained,1;2,fast,annual,leaf;none,n_a,,fennel,icon_cover_field_beans,Overwinter cover crop and N-fixer; dig in before flowering or let mature for a bean harvest
buckwheat,Buckwheat,Fagopyrum esculentum,grass_cover_crop,cover_crop,temperate,"RHS H3, USDA 3-10",pollinator_attractor;mulch_producer,0.6,0.2,full_sun,low,tolerant_poor_soil,1;2,fast,annual,none,n_a,,,icon_cover_buckwheat,Very fast-growing summer cover crop; smothers weeds and feeds pollinators
mustard_white,White Mustard,Sinapis alba,grass_cover_crop,cover_crop,temperate,"RHS H5, USDA 2-11",mulch_producer;pest_repellent,0.6,0.2,full_sun,low,tolerant_poor_soil,1;2,fast,annual,none,n_a,,,icon_cover_mustard,Fast biofumigant cover crop that helps suppress soil-borne pests when dug in
crimson_clover,Crimson Clover,Trifolium incarnatum,grass_cover_crop,nitrogen_fixer_cover,temperate,"RHS H5, USDA 6-10",nitrogen_fixer;pollinator_attractor;mulch_producer,0.4,0.3,full_sun,medium,well_drained,1;2,fast,annual,flower,spring,,,icon_cover_crimson_clover,Showy overwintering N-fixing cover crop good for bees in early spring
oyster_mushroom_log,Oyster Mushroom (log-grown),Pleurotus ostreatus,fungi,cultivated_fungi,temperate,n_a,edible,0.1,0.1,partial_shade,medium,n_a,1;2,fast,perennial,fungi,spring;autumn,,,icon_fungi_oyster,Inoculated hardwood logs; tolerates a wider range of conditions than shiitake
olive,Olive,Olea europaea,tree,fruit_tree,mediterranean,"RHS H4, USDA 8-11",edible;timber;pollinator_attractor,8,6,full_sun,low,well_drained;tolerant_poor_soil,2;3,slow,perennial,fruit;wood,autumn,,,icon_tree_olive,Extremely long-lived and drought-tolerant once established; needs a warm sheltered site in marginal climates
carob,Carob,Ceratonia siliqua,tree,fruit_tree,mediterranean,"RHS H3, USDA 9-11",edible;fodder;timber,10,8,full_sun,low,well_drained;tolerant_poor_soil,2;3,slow,perennial,fruit;fodder,autumn,,,icon_tree_carob,Pods used as livestock fodder and carob powder; usually needs a male and female tree to fruit reliably
pomegranate,Pomegranate,Punica granatum,tree,fruit_tree,mediterranean,"RHS H4, USDA 7-11",edible;pollinator_attractor,4,3,full_sun,low,well_drained;tolerant_poor_soil,1;2,medium,perennial,fruit;flower,autumn,comfrey,,icon_tree_pomegranate,Thrives on heat and poor soil; can be grown as a multi-stem shrub in cooler marginal sites
citrus_lemon,Lemon,Citrus limon,tree,fruit_tree,mediterranean,"RHS H2, USDA 9-11",edible;pollinator_attractor,3,2.5,full_sun,medium,well_drained,1,medium,perennial,fruit;flower,year_round,comfrey,,icon_tree_lemon,Frost-tender; in marginal climates grow in a large pot and overwinter under cover
citrus_orange,Orange (sweet),Citrus sinensis,tree,fruit_tree,mediterranean,"RHS H2, USDA 9-11",edible;pollinator_attractor,4,3,full_sun,medium,well_drained,1,medium,perennial,fruit;flower,winter,comfrey,,icon_tree_orange,Frost-tender; needs consistent warmth to fruit well outdoors
date_palm,Date Palm,Phoenix dactylifera,tree,fruit_tree,mediterranean;arid,"RHS H2, USDA 9-11",edible,15,6,full_sun,low,well_drained;tolerant_poor_soil,2;3,slow,perennial,fruit,autumn,,,icon_tree_date_palm,Needs a long hot season to ripen fruit outdoors; tolerates salt and drought once established
stone_pine,Stone Pine,Pinus pinea,tree,nut_tree,mediterranean,"RHS H5, USDA 7-10",edible;timber;windbreak,15,10,full_sun,low,well_drained;tolerant_poor_soil,3,slow,perennial,nut;wood,autumn,,,icon_tree_stone_pine,Pine nuts take around 3 years to mature; very drought-tolerant coastal windbreak once established
cork_oak,Cork Oak,Quercus suber,tree,canopy_tree,mediterranean,"RHS H4, USDA 8-10",timber;habitat,15,12,full_sun,low,well_drained;tolerant_poor_soil,3,slow,perennial,wood,n_a,,,icon_tree_cork_oak,Bark harvested for cork every 9-12 years once mature; extremely drought and fire tolerant
mediterranean_cypress,Mediterranean Cypress,Cupressus sempervirens,tree,windbreak_tree,mediterranean,"RHS H4, USDA 7-10",windbreak,20,4,full_sun,low,well_drained;tolerant_poor_soil,3;4;5,medium,perennial,wood,n_a,,,icon_tree_cypress,Narrow columnar form makes an efficient windbreak without shading a large footprint
bay_laurel,Bay Laurel,Laurus nobilis,tree,culinary_tree,mediterranean,"RHS H4, USDA 8-11",edible;windbreak,6,4,full_sun,medium,well_drained,1;2,slow,perennial,leaf,year_round,,,icon_tree_bay_laurel,"Evergreen; leaves harvested year-round, also useful as a clipped windbreak hedge"
myrtle,Myrtle,Myrtus communis,shrub,hedge_fruit,mediterranean,"RHS H4, USDA 8-10",edible;pollinator_attractor;habitat,3,2,full_sun,low,well_drained;tolerant_poor_soil,1;2,medium,perennial,fruit;flower,autumn,comfrey,,icon_shrub_myrtle,Aromatic evergreen hedge shrub; berries used in traditional Mediterranean cooking
oleander,Oleander,Nerium oleander,shrub,windbreak_shrub,mediterranean,"RHS H3, USDA 8-11",windbreak,3,2.5,full_sun,low,well_drained;tolerant_poor_soil,4;5,fast,perennial,flower,summer,,,icon_shrub_oleander,"All parts are toxic if ingested — keep well away from grazing animals and children, site as a boundary/screen only"
pistachio,Pistachio,Pistacia vera,shrub,nut_tree,mediterranean,"RHS H4, USDA 7-10",edible,5,5,full_sun,low,well_drained;tolerant_poor_soil,2;3,slow,perennial,nut,autumn,,,icon_shrub_pistachio,Needs a male and female plant to fruit and a long hot dry summer to ripen well
caper_bush,Caper Bush,Capparis spinosa,shrub,edible_shrub,mediterranean,"RHS H3, USDA 9-11",edible;pollinator_attractor,0.6,1,full_sun,low,well_drained;tolerant_poor_soil,1;2,medium,perennial,flower,summer,,,icon_shrub_caper,Thrives in poor rocky soil and walls; flower buds are pickled before they open
feijoa,Pineapple Guava (Feijoa),Acca sellowiana,shrub,fruit_hedge,mediterranean,"RHS H4, USDA 8-10",edible;pollinator_attractor;habitat,3,2.5,full_sun,medium,well_drained,1;2,medium,perennial,fruit;flower,autumn,comfrey,,icon_shrub_feijoa,Can be clipped as an edible hedge; flower petals are edible as well as the fruit
strawberry_tree,Strawberry Tree,Arbutus unedo,tree,hedge_fruit,mediterranean,"RHS H5, USDA 7-10",edible;pollinator_attractor;habitat,5,4,full_sun,low,well_drained;acidic,2;3,slow,perennial,fruit;flower,autumn,comfrey,,icon_tree_strawberry_tree,"Evergreen with overlapping flowers and fruit in autumn; fruit is edible but bland, mostly valued for wildlife"
rock_rose,Rock Rose,Cistus spp.,shrub,pioneer_shrub,mediterranean,"RHS H4, USDA 8-10",pollinator_attractor;erosion_control,1,1.2,full_sun,low,well_drained;tolerant_poor_soil,1;2;3,fast,perennial,flower,summer,,,icon_shrub_rock_rose,Tough pioneer for poor dry banks; good early coloniser while slower guild members establish
spanish_broom,Spanish Broom,Spartium junceum,shrub,nitrogen_fixer_shrub,mediterranean,"RHS H4, USDA 8-10",nitrogen_fixer;erosion_control;pollinator_attractor,3,2,full_sun,low,well_drained;tolerant_poor_soil,2;3,fast,perennial,flower,summer,white_clover,,icon_shrub_spanish_broom,Fast-growing pioneer for dry banks and poor soil; can self-seed freely
juniper_common,Juniper (common),Juniperus communis,shrub,windbreak_shrub,mediterranean;temperate,"RHS H6, USDA 3-8",windbreak;edible,3,2,full_sun,low,well_drained;tolerant_poor_soil,3;4,slow,perennial,fruit,autumn,,,icon_shrub_juniper,"Berries used as a culinary spice; very hardy, tolerates poor soil and exposure"
marjoram,Marjoram (sweet),Origanum majorana,herb,culinary,mediterranean,"RHS H2, USDA 9-11",edible;pollinator_attractor,0.3,0.3,full_sun,low,well_drained,1;2,medium,perennial,leaf,summer,rosemary;thyme_common;oregano,,icon_herb_marjoram,More frost-tender than oregano; often grown as an annual in cooler climates
savory_winter,Winter Savory,Satureja montana,herb,culinary,mediterranean,"RHS H5, USDA 6-9",edible;pollinator_attractor,0.3,0.3,full_sun,low,well_drained;tolerant_poor_soil,1;2,medium,perennial,leaf,summer,rosemary;thyme_common,,icon_herb_savory,"Peppery evergreen herb, more drought-tolerant than summer savory"
santolina,Santolina / Cotton Lavender,Santolina chamaecyparissus,herb,pest_repellent,mediterranean,"RHS H4, USDA 6-9",pest_repellent;pollinator_attractor,0.5,0.6,full_sun,low,well_drained;tolerant_poor_soil,1;2,medium,perennial,flower,summer,rosemary;lavender;sage_common;thyme_common,,icon_herb_santolina,"Strongly aromatic silver foliage, traditionally used as a low clipped edging and moth deterrent"
asparagus,Asparagus,Asparagus officinalis,herb,perennial_vegetable,mediterranean;temperate,"RHS H6, USDA 4-9",edible,1.5,0.5,full_sun,medium,well_drained,1;2,slow,perennial,leaf,spring,,,icon_herb_asparagus,Takes 2-3 years to establish before first harvest; needs a dedicated bed as it competes poorly with weeds
sulla,Sulla,Hedysarum coronarium,grass_cover_crop,nitrogen_fixer_cover,mediterranean,"RHS H4, USDA 7-10",nitrogen_fixer;fodder;pollinator_attractor,0.8,0.5,full_sun,low,well_drained;tolerant_poor_soil,1;2,fast,biennial,fodder;flower,spring,white_clover,,icon_cover_sulla,"Traditional Mediterranean forage/green-manure legume, very drought tolerant once established"
banana,Banana,Musa spp.,tree,fruit_tree,tropical,"RHS H1b, USDA 9-11",edible;mulch_producer,3,2.5,full_sun,high,well_drained,1;2,fast,perennial,fruit;leaf,year_round,pigeon_pea;sweet_potato;comfrey,,icon_tree_banana,Classic 'banana circle' guild centrepiece — plant in a mulch pit with N-fixers and dynamic accumulators around it
coconut_palm,Coconut Palm,Cocos nucifera,tree,fruit_tree,tropical,"RHS H1a, USDA 10-12",edible;fodder;timber,20,6,full_sun,medium,well_drained;tolerant_poor_soil,2;3,medium,perennial,fruit;wood,year_round,,,icon_tree_coconut,Tolerates salt spray and sandy coastal soil; every part of the tree has a traditional use
moringa,Moringa,Moringa oleifera,tree,fast_multipurpose,tropical;arid,"RHS H1b, USDA 9-11",edible;medicinal;fodder;dynamic_accumulator,8,4,full_sun,low,well_drained;tolerant_poor_soil,1;2,fast,perennial,leaf;fodder,year_round,,,icon_tree_moringa,Extremely fast-growing 'miracle tree'; leaves are exceptionally high in protein and it tolerates hard repeated cutting
papaya,Papaya,Carica papaya,tree,fruit_tree,tropical,"RHS H1b, USDA 10-11",edible,4,2,full_sun,medium,well_drained,1;2,fast,perennial,fruit,year_round,,,icon_tree_papaya,"Short-lived fast-fruiting pioneer, good filler while slower canopy trees establish; usually needs male and female plants"
mango,Mango,Mangifera indica,tree,fruit_tree,tropical,"RHS H1b, USDA 10-12",edible,15,10,full_sun,medium,well_drained,2;3,medium,perennial,fruit,summer,,,icon_tree_mango,Large long-term canopy tree; needs a distinct dry season to flower and fruit reliably
avocado,Avocado,Persea americana,tree,fruit_tree,tropical;mediterranean,"RHS H2, USDA 9-11",edible;pollinator_attractor,10,8,full_sun,medium,well_drained,2;3,medium,perennial,fruit,autumn;winter,,,icon_tree_avocado,Shallow-rooted and wind-sensitive; benefits from a windbreak and consistent mulch
breadfruit,Breadfruit,Artocarpus altilis,tree,staple_tree,tropical,"RHS H1a, USDA 10-12",edible,15,10,full_sun,medium,well_drained,2;3,fast,perennial,fruit,summer;autumn,,,icon_tree_breadfruit,Major starchy staple crop in Pacific food forests; one mature tree can feed a family for much of the year
cacao,Cacao,Theobroma cacao,tree,understory_tree,tropical,"RHS H1a, USDA 11-12",edible,6,4,partial_shade,high,well_drained,2;3,medium,perennial,fruit,year_round,ice_cream_bean,,icon_tree_cacao,Needs overhead shade to establish — classic understory crop beneath N-fixing shade trees like Inga
coffee,Coffee,Coffea arabica,shrub,understory_shrub,tropical,"RHS H1b, USDA 10-11",edible,3,2,partial_shade,medium,well_drained;acidic,1;2,medium,perennial,fruit,year_round,ice_cream_bean,,icon_shrub_coffee,Needs dappled shade to crop well and avoid leaf scorch — classic agroforestry understory crop beneath Inga or banana
guava,Guava,Psidium guajava,tree,fruit_tree,tropical,"RHS H1c, USDA 9-11",edible;pollinator_attractor,5,4,full_sun,medium,well_drained;tolerant_poor_soil,1;2,fast,perennial,fruit,year_round,,,icon_tree_guava,Fast heavy-cropping pioneer fruit tree; can self-seed and naturalise readily in favourable climates
tamarind,Tamarind,Tamarindus indica,tree,fruit_tree,tropical;arid,"RHS H1c, USDA 10-12",edible;timber;fodder,15,10,full_sun,low,well_drained;tolerant_poor_soil,2;3,slow,perennial,fruit;wood,autumn;winter,,,icon_tree_tamarind,Very long-lived and drought-tolerant once established; deep taproot copes well with dry seasons
ice_cream_bean,Ice Cream Bean,Inga edulis,tree,nitrogen_fixer_tree,tropical,"RHS H1b, USDA 10-11",nitrogen_fixer;edible;mulch_producer;habitat,15,10,full_sun,medium,well_drained;tolerant_poor_soil,2;3,fast,perennial,fruit;wood,year_round,cacao;coffee,,icon_tree_inga,The classic tropical shade/N-fixing nurse tree for cacao and coffee agroforestry; pods have a sweet edible pulp
leucaena,Leucaena,Leucaena leucocephala,tree,nitrogen_fixer_tree,tropical,"RHS H1c, USDA 9-11",nitrogen_fixer;fodder;timber,10,6,full_sun,low,well_drained;tolerant_poor_soil,2;3,fast,perennial,fodder;wood,n_a,,,icon_tree_leucaena,"Extremely fast N-fixer and fodder tree, but classed as an invasive weed in many regions — check local status before planting"
neem,Neem,Azadirachta indica,tree,multipurpose_tree,tropical;arid,"RHS H1b, USDA 10-12",medicinal;pest_repellent;timber,15,10,full_sun,low,well_drained;tolerant_poor_soil,2;3,medium,perennial,wood,n_a,,,icon_tree_neem,Leaves and seed oil are a traditional botanical pesticide; very drought-tolerant once established
mesquite,Mesquite,Prosopis spp.,tree,nitrogen_fixer_tree,arid,"RHS H3, USDA 7-11",nitrogen_fixer;edible;fodder;erosion_control,8,8,full_sun,low,well_drained;tolerant_poor_soil,2;3,medium,perennial,fodder;wood,summer,,,icon_tree_mesquite,Deep taproot reaches groundwater far below the surface; pods are edible and traditionally ground into flour
acacia_saligna,Blue-leaf Wattle,Acacia saligna,tree,nitrogen_fixer_tree,arid;mediterranean,"RHS H3, USDA 9-11",nitrogen_fixer;fodder;erosion_control,6,5,full_sun,low,well_drained;tolerant_poor_soil,2;3,fast,perennial,fodder;wood,n_a,,,icon_tree_acacia,"Fast dryland N-fixer and erosion-control pioneer, but invasive outside its native range in some regions — check local status"
jujube,Jujube,Ziziphus jujuba,tree,fruit_tree,arid;temperate,"RHS H5, USDA 6-9",edible,6,5,full_sun,low,well_drained;tolerant_poor_soil,2;3,medium,perennial,fruit,autumn,,,icon_tree_jujube,Unusually cold-hardy for a drought-tolerant fruit tree; thrives on neglect once established
argan,Argan,Argania spinosa,tree,oil_tree,arid;mediterranean,"RHS H2, USDA 9-11",edible;fodder,8,6,full_sun,low,well_drained;tolerant_poor_soil,2;3,slow,perennial,fruit;fodder,summer,,,icon_tree_argan,Extremely drought-hardy oil tree native to semi-arid Morocco; very slow to reach productive age
pigeon_pea,Pigeon Pea,Cajanus cajan,shrub,nitrogen_fixer_shrub,tropical,"RHS H1c, USDA 9-11",nitrogen_fixer;edible;fodder;mulch_producer,2.5,1.5,full_sun,low,well_drained;tolerant_poor_soil,1;2,fast,perennial,fruit;fodder,year_round,banana,,icon_shrub_pigeon_pea,Short-lived (3-5 year) N-fixing pioneer shrub; classic banana-circle and alley-cropping companion
hibiscus_roselle,Roselle (hibiscus),Hibiscus sabdariffa,shrub,edible_shrub,tropical,"RHS H1c, USDA 9-11",edible,2,1.5,full_sun,medium,well_drained,1;2,fast,annual,flower;leaf,autumn,,,icon_shrub_roselle,Grown as a warm-season annual outside the true tropics; calyces used for tea and jam
katuk,Katuk,Sauropus androgynus,shrub,perennial_vegetable,tropical,"RHS H1b, USDA 10-11",edible,2,1,partial_shade,medium,well_drained,1;2,medium,perennial,leaf,year_round,,,icon_shrub_katuk,"Shade-tolerant perennial leaf vegetable, useful understory crop in a tropical food forest"
agave,Agave,Agave americana,shrub,succulent,arid,"RHS H3, USDA 8-11",fodder,1.5,2,full_sun,low,well_drained;tolerant_poor_soil,1;2,slow,perennial,none,n_a,,,icon_shrub_agave,"Rosette form makes a strong drought-proof living fence; sap traditionally fermented, each rosette flowers once then dies"
prickly_pear,Prickly Pear,Opuntia ficus-indica,shrub,succulent,arid;mediterranean,"RHS H3, USDA 8-11",edible;erosion_control,2,2,full_sun,low,well_drained;tolerant_poor_soil,1;2,medium,perennial,fruit,summer;autumn,,,icon_shrub_prickly_pear,Edible pads and fruit; spiny form doubles as a stock-proof living fence on dry poor ground
lemongrass,Lemongrass,Cymbopogon citratus,herb,culinary,tropical,"RHS H1c, USDA 9-11",edible;pest_repellent,1,1,full_sun,medium,well_drained,1;2,fast,perennial,leaf,year_round,,,icon_herb_lemongrass,"Clumping tender perennial, grown as an annual outside the tropics/subtropics; citronella oil deters some insects"
aloe_vera,Aloe Vera,Aloe vera,herb,succulent_medicinal,arid;tropical,"RHS H1c, USDA 9-11",medicinal,0.6,0.6,full_sun,low,well_drained;tolerant_poor_soil,1;2,slow,perennial,leaf,year_round,,,icon_herb_aloe,Extremely drought-tolerant succulent; gel used traditionally for skin care and minor burns
sweet_potato,Sweet Potato,Ipomoea batatas,groundcover,edible_groundcover,tropical,"RHS H1c, USDA 9-11",edible;mulch_producer,0.3,1.5,full_sun,medium,well_drained;tolerant_poor_soil,1;2,fast,perennial,root;leaf,autumn,banana,,icon_groundcover_sweet_potato,Vigorous edible living mulch — both tuber and leaves are edible; grown as an annual outside frost-free climates
taro,Taro,Colocasia esculenta,groundcover,wetland_staple,tropical,"RHS H1c, USDA 9-11",edible,1,1,partial_shade,high,clay_tolerant,1;2,medium,perennial,root;leaf,autumn,pond,,icon_groundcover_taro,Classic pond-margin/wetland-edge staple crop; needs consistently moist to waterlogged soil
purslane,Purslane,Portulaca oleracea,groundcover,edible_succulent,arid;tropical;temperate,"RHS H2, USDA 2-11",edible,0.15,0.4,full_sun,low,well_drained;tolerant_poor_soil,1;2,fast,annual,leaf,summer,,,icon_groundcover_purslane,Self-seeding edible succulent 'weed'; useful drought-tolerant living mulch between wider-spaced plants
passionfruit_tropical,Passionfruit (tropical),Passiflora edulis,vine,edible_vine,tropical,"RHS H1c, USDA 10-11",edible;pollinator_attractor,6,3,full_sun,medium,well_drained,1;2,fast,perennial,fruit;flower,year_round,,,icon_vine_passionfruit,More tender and heavier-cropping than the hardy passionflower; needs sturdy trellis support
chayote,Chayote,Sechium edule,vine,edible_vine,tropical,"RHS H1c, USDA 9-11",edible,8,4,full_sun,medium,well_drained,1;2,fast,perennial,fruit;root,autumn,,,icon_vine_chayote,Vigorous perennial squash vine grown from a single sprouted fruit; needs a strong trellis or arbour
dragon_fruit,Dragon Fruit,Hylocereus spp.,vine,climbing_cactus,tropical;arid,"RHS H2, USDA 10-12",edible;pollinator_attractor,4,2,full_sun,low,well_drained,1;2,fast,perennial,fruit;flower,summer;autumn,,,icon_vine_dragon_fruit,"Epiphytic climbing cactus, needs a sturdy post or tree to climb; flowers open only at night"
lablab_bean,Lablab Bean,Lablab purpureus,grass_cover_crop,nitrogen_fixer_cover,tropical,"RHS H1c, USDA 9-11",nitrogen_fixer;edible;fodder,3,1,full_sun,medium,well_drained;tolerant_poor_soil,1;2,fast,annual,fruit;fodder,autumn,,,icon_cover_lablab,"Vigorous vining N-fixing cover crop, also grown for edible pods and livestock forage"
sunn_hemp,Sunn Hemp,Crotalaria juncea,grass_cover_crop,nitrogen_fixer_cover,tropical,"RHS H1c, USDA 9-11",nitrogen_fixer;mulch_producer,2,0.3,full_sun,low,well_drained;tolerant_poor_soil,1;2,fast,annual,none,n_a,,,icon_cover_sunn_hemp,"Very fast tropical green-manure legume, also a traditional fibre crop"
vetiver,Vetiver,Chrysopogon zizanioides,grass_cover_crop,erosion_control_grass,tropical;arid,"RHS H1b, USDA 8-11",erosion_control,1.5,0.3,full_sun,medium,well_drained;tolerant_poor_soil,2;3;4,fast,perennial,none,n_a,swale,,icon_cover_vetiver,Deep dense root mat is the standard planting for stabilising swale bunds and eroding banks; use a sterile non-flowering cultivar to avoid self-seeding
